Author,Poem,Anthology,Date
Aboriginal Women's Mourning Songs,The blowflies buzz …,Murray 1991,1991
"Adamson, Robert",Dead Horse Bay,Murray 1991,1991
"Afterman, Allen ",Pieta,Murray 1991,1991
"Afterman, Allen ",Their Thoughts Cling to Everything They See on the Way,Murray 1991,1991
"Afterman, Allen ",Van Diemen's Land,Murray 1991,1991
"Alexander, Alan",For Raftery,Murray 1991,1991
"Alexander, Alan",The Gathering Place,Murray 1991,1991
"Alexopoulos, Marion ",Night Flight,Murray 1991,1991
"Allen, Richard James ",Epitaph for the Western Intelligentsia,Murray 1991,1991
"Anderson, Ethel",Afternoon in the Garden,Murray 1991,1991
Anonymous,A Hot Day in Sydney,Murray 1991,1991
Anonymous,Children's Ball-bouncing Song,Murray 1991,1991
Anonymous,Children's Rhymes and Parodies,Murray 1991,1991
Anonymous,Click Go the Shears: An Australian Ballad,Murray 1991,1991
Anonymous,Dinky Di,Murray 1991,1991
Anonymous,From the Diary of an Australian Soldier,Murray 1991,1991
Anonymous,Hail South Australia!,Murray 1991,1991
Anonymous,"Hey, Boys! Up Go We!",Murray 1991,1991
Anonymous,John Gilbert was a Bushranger,Murray 1991,1991
Anonymous,Maggot Song,Murray 1991,1991
Anonymous,Shickered As He Could Be,Murray 1991,1991
Anonymous,Soldiers' Chorus from Faust,Murray 1991,1991
Anonymous,Soup Kitchen Song,Murray 1991,1991
Anonymous,The Banks of the Condamine,Murray 1991,1991
Anonymous,The Bastard from the Bush,Murray 1991,1991
Anonymous,The Diggins-Oh,Murray 1991,1991
Anonymous,The Exile of Erin,Murray 1991,1991
Anonymous,The Female Transport,Murray 1991,1991
Anonymous,The Lass in the Female Factory,Murray 1991,1991
Anonymous,The Limejuice Tub,Murray 1991,1991
Anonymous,The Overlander,Murray 1991,1991
Anonymous,The Song of the Transportationist,Murray 1991,1991
Anonymous,The Stringybark Cockatoo,Murray 1991,1991
Anonymous,The Wooyeo Ball,Murray 1991,1991
Anonymous,Van Diemen's Land,Murray 1991,1991
Anonymous,Whaler's Rhyme,Murray 1991,1991
"Anonymous (Narranyeri people, South Australia)",Song: The Railway Train,Murray 1991,1991
"Auchterlonie, Dorothy ",The Tree,Murray 1991,1991
"Banning, Lex ",An No Regrets,Murray 1991,1991
"Banning, Lex ",Epitaph for a Scientist,Murray 1991,1991
"Banning, Lex ",Romancero,Murray 1991,1991
"Beaver, Bruce",Letters to Live Poets V,Murray 1991,1991
"Beaver, Bruce",The Entertainer,Murray 1991,1991
"Beveridge, Judith",Catching Webs,Murray 1991,1991
"Blight, John",Mangrove,Murray 1991,1991
"Blight, John",The Coral Reef,Murray 1991,1991
"Blight, John",The Oyster-Eaters,Murray 1991,1991
"Boake, Barcroft",The Digger's Song,Murray 1991,1991
"Brabazon, Francis ",Victoria Market,Murray 1991,1991
"Brady, E.J.",The Whaler's Pig,Murray 1991,1991
"Bray, John",The Execution of Madame du Barry,Murray 1991,1991
"Brennan, Christopher ",Fire In the Heavens,Murray 1991,1991
"Brennan, Christopher ",Sweet Silence After Bells!,Murray 1991,1991
"Brereton, John Le Gay",Unborn,Murray 1991,1991
"Brett, Doris",For My Mother,Murray 1991,1991
"Brissenden, R.F.",Verandahs,Murray 1991,1991
"Brunton Stephens, J.",The Gentle Anarchist,Murray 1991,1991
"Buckley, Vincent","Ghosts, Places, Stories, Questions",Murray 1991,1991
"Cambridge, Ada",Fashion,Murray 1991,1991
"Cambridge, Ada",The Future Verdict,Murray 1991,1991
"Cambridge, Ada",The Virgin Martyr,Murray 1991,1991
"Campbell, David",Duchesses,Murray 1991,1991
"Campbell, David",Hear the Bird of Day,Murray 1991,1991
"Campbell, David",Song for the Cattle,Murray 1991,1991
"Catalano, Gary ",Australia,Murray 1991,1991
"Catalano, Gary ",The Jews Speak in Heaven,Murray 1991,1991
"Clarke, Marcus",The Wail of the Waiter,Murray 1991,1991
"Colebatch, Hal",On the Death of Ludwig Erhard,Murray 1991,1991
"Colebatch, Hal",One Tourist's Cologne,Murray 1991,1991
"Coxon, William W.",The Flash Colonial Barman,Murray 1991,1991
"Croft, Julian",D-Zug,Murray 1991,1991
"Croft, Julian",Graffiti,Murray 1991,1991
"Croft, Julian",Greenhalgh's Pub,Murray 1991,1991
"Daley, Victor",Mother Doorstep,Murray 1991,1991
"Daley, Victor",The Dove,Murray 1991,1991
"Daley, Victor",The Woman at the Washtub,Murray 1991,1991
"Davidson, R.R.",The Gravy Train,Murray 1991,1991
"Davies, Arthur",West Paddocks,Murray 1991,1991
"Dawe, Bruce",At Shagger's Funeral,Murray 1991,1991
"Dawe, Bruce",Elegy for Drowned Children,Murray 1991,1991
"Dawe, Bruce",Suburban Lovers,Murray 1991,1991
"Dennis, C.J.",The Traveller,Murray 1991,1991
"Devaney, James ",Vision,Murray 1991,1991
"Dobson, Rosemary",Country Press,Murray 1991,1991
"Dobson, Rosemary",Folding the Sheets,Murray 1991,1991
"Dobson, Rosemary",The Edge,Murray 1991,1991
"Dransfield, Michael ",Fix,Murray 1991,1991
"Dransfield, Michael ",Pioneer Lane,Murray 1991,1991
"Dransfield, Michael ",That Which We Call a Rose,Murray 1991,1991
Dulngulg Song Cycle,Sunrise Sequence ,Murray 1991,1991
"Dunn, Max","O, Where Were We Before Time Was",Murray 1991,1991
"Dutton, Geoffrey ",A Finished Gentleman,Murray 1991,1991
"Dutton, Geoffrey ",Burning Off,Murray 1991,1991
"Dutton, Geoffrey ",Fish Shop Windows,Murray 1991,1991
"Dyson, Will",The Trucker,Murray 1991,1991
"Egan, Ted",The Drover's Boy,Murray 1991,1991
"Esson, Louis ",The Shearer's Wife,Murray 1991,1991
"Field, Barron",The Kangaroo,Murray 1991,1991
"Finnin, Mary ",The Man from Strathbogie,Murray 1991,1991
"FitzGerald, Robert D. ",Copernicus,Murray 1991,1991
"FitzGerald, Robert D. ",Grace Before Meat,Murray 1991,1991
"FitzGerald, Robert D. ",The Wind at Your Door,Murray 1991,1991
"Fitzpatrick, Conal ",Discovering Lasseter,Murray 1991,1991
"Forbes, John",Angel,Murray 1991,1991
"Forbes, John",Malta,Murray 1991,1991
"Forbes, John","Up, Up, Home and Away",Murray 1991,1991
"Foster, David",The Fleeing Atalanta: 104,Murray 1991,1991
"Foster, David",The Fleeing Atalanta: 109,Murray 1991,1991
"Foster, David",The Fleeing Atalanta: 98,Murray 1991,1991
"Foulcher, John ",After the Flood,Murray 1991,1991
"Foulcher, John ",Wars of Imperialism,Murray 1991,1991
Frank the Poet (Francis MacNamara),A Convict's Tour to Hell,Murray 1991,1991
Frank the Poet (Francis MacNamara),A Petition from the Chain Gang,Murray 1991,1991
Frank the Poet (Francis MacNamara),For the Company Underground,Murray 1991,1991
"Fullerton, Mary ('E.')",A Man's a Sliding Mood,Murray 1991,1991
"Fullerton, Mary ('E.')",Poetry,Murray 1991,1991
"Fullerton, Mary ('E.')",Unit,Murray 1991,1991
"Gallagher, Katherine",A Girl's Head,Murray 1991,1991
"Gellert, Leon ",House-Mates,Murray 1991,1991
"Gilmore, Mary",The Harvesters,Murray 1991,1991
"Gilmore, Mary",The Little Shoes that Died,Murray 1991,1991
"Gilmore, Mary",The Saturday Tub,Murray 1991,1991
"Goldsworthy, Peter ",Act Six,Murray 1991,1991
"Goldsworthy, Peter ",After Babel,Murray 1991,1991
"Goodge, W.T.",A Bad Break!,Murray 1991,1991
"Goodge, W.T.",Federation,Murray 1991,1991
"Goodge, W.T.",How We Drove the Trotter,Murray 1991,1991
"Gould, Alan",Galaxies,Murray 1991,1991
"Gould, Alan",Ice,Murray 1991,1991
"Gould, Alan",Pearls,Murray 1991,1991
"Grano, Paul L. ",Headlined in Heaven,Murray 1991,1991
"Grano, Paul L. ",In a Chain-store Cafeteria,Murray 1991,1991
"Grant, Jamie",An Auditor Thinks About Female Nature,Murray 1991,1991
"Grant, Jamie",Planes Landing,Murray 1991,1991
"Gray, Robert",Curriculum Vitae,Murray 1991,1991
"Gray, Robert",Flames and Dangling Wire,Murray 1991,1991
Gumaitj People,Songs from the Goulburn Island Song Cycle,Murray 1991,1991
"Gurr, Robin",Creation,Murray 1991,1991
"Hall, Rodney",Journey,Murray 1991,1991
"Hammial, Philip ",Russians Breathing,Murray 1991,1991
"Hampton, Susan",The Crafty Butcher,Murray 1991,1991
"Hampton, Susan",The Fire Station's Delight,Murray 1991,1991
"Harford, Lesbia ",Poems LXIX,Murray 1991,1991
"Harford, Lesbia ",Poems XIV,Murray 1991,1991
"Harford, Lesbia ",Poems XXII,Murray 1991,1991
"Harney, W.E.",West of Alice,Murray 1991,1991
"Harpur, Charles",A Basket of Summer Fruit,Murray 1991,1991
"Harpur, Charles",A Flight of Wild Ducks,Murray 1991,1991
"Harpur, Charles",Wellington,Murray 1991,1991
"Harris, Max",Martin Buber in the Pub,Murray 1991,1991
"Harris, Max",Message from a Cross,Murray 1991,1991
"Harris, Robert",Isaiah by Kerosene Lantern Light,Murray 1991,1991
"Harris, Robert",Sydney,Murray 1991,1991
"Harry, J.S.",Honesty-stones,Murray 1991,1991
"Hart, Kevin",Flemington Racecourse,Murray 1991,1991
"Hart, Kevin",The Horizon,Murray 1991,1991
"Hart, Kevin",The Members of the Orchestra,Murray 1991,1991
"Hartigan, P.J. ('John O'Brien')",The Field of the Cloth of Gold,Murray 1991,1991
"Hart-Smith, William ",Boomerang,Murray 1991,1991
"Hart-Smith, William ",Golden Pheasant,Murray 1991,1991
"Hart-Smith, William ",The Inca Tupac Upanqui,Murray 1991,1991
"Harwood, Gwen",A Simple Story,Murray 1991,1991
"Harwood, Gwen",Death Has No Features of His Own,Murray 1991,1991
"Harwood, Gwen",Homage to Ferd. Holthausen,Murray 1991,1991
"Haskell, Dennis",The Call,Murray 1991,1991
"Hasluck, Nicholas ",Islands,Murray 1991,1991
"Hasluck, Nicholas ",Rottnest Island [excerpts],Murray 1991,1991
"Hayward, Charles W.",King George V,Murray 1991,1991
"Hetherington, Graeme ",The Man from Changi,Murray 1991,1991
"Hewett, Dorothy ",In Moncur Street,Murray 1991,1991
"Hodgins, Philip ",Making Hay,Murray 1991,1991
"Hodgins, Philip ",Self-pity,Murray 1991,1991
"Hooton, Harry",A Sweet Disorder in the Dress,Murray 1991,1991
"Hope, A.D.",A Blason,Murray 1991,1991
"Hope, A.D.",Faustus,Murray 1991,1991
"Hope, A.D.",Parabola,Murray 1991,1991
"Humphries, Barry",Edna's Hymn,Murray 1991,1991
"Ingamells, Rex ",The Great South Land [exerpt],Murray 1991,1991
"Ingamells, Rex ",Unknown Land [excerpt],Murray 1991,1991
"James, Clive",Johnny Weissmuller Dead in Acapulco,Murray 1991,1991
"Johnston, Martin ",In Memoriam,Murray 1991,1991
"Jones, Evan",A Dream,Murray 1991,1991
"Jones, Evan",Study in Blue,Murray 1991,1991
"Jones, Evan",The Point,Murray 1991,1991
"Keesing, Nancy",A Queer Thing,Murray 1991,1991
"Keesing, Nancy",Reverie of a Mum,Murray 1991,1991
"Kendall, Henry",Bell-Birds,Murray 1991,1991
"Kendall, Henry",Beyond Kerguelen,Murray 1991,1991
"Kocan, Peter ",An Inmate,Murray 1991,1991
"Kocan, Peter ",Cows,Murray 1991,1991
"Kocan, Peter ",The Mutineer's Ballad,Murray 1991,1991
"Koch, Christopher",Shelly Beach,Murray 1991,1991
"Koch, Christopher",The Boy Who Dreamed the Country Night,Murray 1991,1991
"Lang, John Dunmore ",Colonial Nomenclature,Murray 1991,1991
"Langley, Eve ","This Year, Before It Ends",Murray 1991,1991
"Lansdown, Andrew ",Behind the Veil,Murray 1991,1991
"Lansdown, Andrew ",Mercy,Murray 1991,1991
"Lansdown, Andrew ",Two Men,Murray 1991,1991
"Lavater, Louis",The Barrier,Murray 1991,1991
"Lawrence, Anthony",Cro-kill,Murray 1991,1991
"Lawrence, Anthony",Fencing,Murray 1991,1991
"Lawson, Henry",The English Queen,Murray 1991,1991
"Lawson, Henry",The Men Who Come Behind,Murray 1991,1991
"Lawson, Henry",When Your Pants Begin to Go,Murray 1991,1991
"Lee, Joyce",Firebell for Peace,Murray 1991,1991
"Lee, Joyce",My Father's Country,Murray 1991,1991
"Lehmann, Geoffrey ",A Poem for Maurice O'Shea,Murray 1991,1991
"Lehmann, Geoffrey ",Night Flower,Murray 1991,1991
"Lehmann, Geoffrey ",Pope Alexander VI,Murray 1991,1991
"Letters, Francis",The Inglorious Milton,Murray 1991,1991
"Lindsay, Jack",Angry Dusk,Murray 1991,1991
"Lindsay, Jack",Question Time,Murray 1991,1991
"Lindsay, Jack",To My Father Norman Alone in the Blue Mountains,Murray 1991,1991
"Llewellyn, Kate ",Colonel,Murray 1991,1991
"Llewellyn, Kate ",Finished,Murray 1991,1991
"Lowe, Robert",Songs of the Squatters I,Murray 1991,1991
"Lowe, Robert",Songs of the Squatters II,Murray 1991,1991
"Macartney, Frederick",Kyrielle: Party Politics,Murray 1991,1991
"Mackay-Warna, Gordon ",Cattle Loading,Murray 1991,1991
"Mackellar, Dorothea",Arms and the Woman,Murray 1991,1991
"Mackellar, Dorothea",Fancy Dress,Murray 1991,1991
"Mackellar, Dorothea",Heritage,Murray 1991,1991
"Mackenzie, Kenneth ",Caesura,Murray 1991,1991
"Mackenzie, Kenneth ",Shall Then Another,Murray 1991,1991
"Mackenzie, Kenneth ",Table-birds,Murray 1991,1991
"Maiden, Jennifer",The Mother-in-Law of the Marquis de Sade,Murray 1991,1991
"Malouf, David",Guide to the Perplexed,Murray 1991,1991
"Malouf, David",The Year of the Foxes,Murray 1991,1991
"Manifold, J.S.",Fife Tune,Murray 1991,1991
"Manifold, J.S.",Makhno's Philosophers,Murray 1991,1991
"Manning, Frederic",Leaves,Murray 1991,1991
"Manning, Frederic",The Trenches,Murray 1991,1991
"Marshall-Stoneking, Billy",Passage,Murray 1991,1991
"Marshall-Stoneking, Billy",The Seasons of Fire,Murray 1991,1991
"Martin, David",Dreams in German,Murray 1991,1991
"Martin, Philip ",Tongues,Murray 1991,1991
"Mathew, Ray",One Day,Murray 1991,1991
"Mathew, Ray",Poem in Time of Winter,Murray 1991,1991
"Mathew, Ray",Seeing St James's,Murray 1991,1991
"Matthews, Harley ",Women Are Not Gentlemen,Murray 1991,1991
"Maurice, Furnley (Frank Wilmot)",Echoes of Wheels …,Murray 1991,1991
"Maurice, Furnley (Frank Wilmot)",The Victoria Markets Recollected in Tranquillity,Murray 1991,1991
"Maurice, Furnley (Frank Wilmot)",Whenever I Have...,Murray 1991,1991
"McAuley, James ",Because,Murray 1991,1991
"McAuley, James ",Liberal or Innocent by Definition,Murray 1991,1991
"McAuley, James ",Terra Australis,Murray 1991,1991
"McCrae, Hugh ",The Mimshi Maiden,Murray 1991,1991
"McCuaig, Ronald ",Au Tombeau de Mon Pere...,Murray 1991,1991
"McCuaig, Ronald ",Betty by the Sea,Murray 1991,1991
"McCuaig, Ronald ",Recitative,Murray 1991,1991
"McDonald, Nan ",Burragorang,Murray 1991,1991
"McDonald, Nan ",The Hatters,Murray 1991,1991
"McDonald, Roger ",1915,Murray 1991,1991
"McDonald, Roger ",Apis Mellifica,Murray 1991,1991
"McDonald, Roger ",The Blizzard,Murray 1991,1991
"McGuire, Jack [?]",The Streets of Forbes,Murray 1991,1991
"McMaster, Rhyll ",Mutton Bird Man,Murray 1991,1991
"McMaster, Rhyll ",Tanks,Murray 1991,1991
"Mead, Philip ",From a Republican Grave,Murray 1991,1991
"Mead, Philip ",The Man and the Tree,Murray 1991,1991
"Meredith, Louisa",Tasmanian Scenes,Murray 1991,1991
Miidhu,War Dance,Murray 1991,1991
"Mitchell, Sam",Thunderstorm,Murray 1991,1991
"Moll, Ernest G.",Beware the Cuckoo,Murray 1991,1991
"Moll, Ernest G.",Clearing for the Plough,Murray 1991,1991
"Moll, Ernest G.",The Bush Speaks,Murray 1991,1991
"Molony, Linda ",Cat Washing,Murray 1991,1991
"Moran, Rod",Cross Country,Murray 1991,1991
"Moran, Rod",Wire,Murray 1991,1991
"Mudie, Ian",This Land,Murray 1991,1991
"Murphy, E.G. ('Dryblower')",The Smiths,Murray 1991,1991
"Murray, Les",Equanimity,Murray 1991,1991
"Murray, Les",The Smell of Coal Smoke,Murray 1991,1991
"Naisby, T.N.",Reflections on Hillsborough in Memoriam,Murray 1991,1991
"Narautjarri, Smiler",The Witch Doctor's Magic Flight,Murray 1991,1991
"Neilson, John Shaw",May,Murray 1991,1991
"Neilson, John Shaw",Schoolgirls Hastening,Murray 1991,1991
"Neilson, John Shaw",To the Red Lory,Murray 1991,1991
"Noonuccal, Oodgeroo",We Are Going,Murray 1991,1991
"O'Connor, Mark ",Fire,Murray 1991,1991
"O'Connor, Mark ",The Sun-Hunters,Murray 1991,1991
"O'Connor, Mark ",Turtles Hatching,Murray 1991,1991
"O'Dowd, Bernard",Cupid,Murray 1991,1991
"Overbury, E. J.",The Springtime It Brings On the Shearing,Murray 1991,1991
"Owen, Jan",The Visitation,Murray 1991,1991
"Page, Geoff ",Grit,Murray 1991,1991
"Page, Geoff ",Inscription at Villers-Bretonneux,Murray 1991,1991
"Page, Geoff ",Premeditations,Murray 1991,1991
"Palmer, Vance ",The Farmer Remembers the Somme,Murray 1991,1991
"Palmer, Vance ",The Snake,Murray 1991,1991
Pambardu,Windmill At Mandanthanunguna,Murray 1991,1991
"Paterson, A.B.",Father Riley's Horse,Murray 1991,1991
"Paterson, A.B.",Old Australian Ways,Murray 1991,1991
"Paterson, A.B.",The Travelling Post Office,Murray 1991,1991
"Perry, Grace",Time of Turtles,Murray 1991,1991
"Phelp, J.A.",The Duke of Buccleuch,Murray 1991,1991
"Philip, John ",Manly Ferry,Murray 1991,1991
"Porter, Hal",Four Winds,Murray 1991,1991
"Porter, Hal","Hobart Town, Van Diemen's Land",Murray 1991,1991
"Porter, Hal",In a Bed-sitter,Murray 1991,1991
"Porter, Peter",On First Looking into Chapman's Hesiod,Murray 1991,1991
"Porter, Peter",Soliloquy at Potsdam,Murray 1991,1991
"Porter, Peter",What I Have Written I Have Written,Murray 1991,1991
"Powell, Craig",Nativity,Murray 1991,1991
"Public Corroboree Songs, Nunggubuyu People",Flood Water,Murray 1991,1991
"Public Corroboree Songs, Nunggubuyu People",Goanna,Murray 1991,1991
"Public Corroboree Songs, Nunggubuyu People",Koel (Rainbird) and Effigy,Murray 1991,1991
"Public Corroboree Songs, Nunggubuyu People",Mission Work Boat,Murray 1991,1991
Pudjipangu,Aeroplane,Murray 1991,1991
"Rankin, Jennifer",The Sea and Other Stories,Murray 1991,1991
"Raymond, Vicki","Extinguish, One by One",Murray 1991,1991
"Raymond, Vicki",Reculver Bay,Murray 1991,1991
"Raymond, Vicki","The People, No",Murray 1991,1991
"Riddell, Alan",At the Hammersmith Palais ...,Murray 1991,1991
"Riddell, Elizabeth",Suburban Song,Murray 1991,1991
"Riddell, Elizabeth",The Letter,Murray 1991,1991
"Riddell, Elizabeth",Wakeful in the Township,Murray 1991,1991
"Roberts, Nigel ",After/the Moratorium Reading,Murray 1991,1991
"Roberts, Nigel ",The Gull's Flight,Murray 1991,1991
"Robinson, Roland ",Deep Well,Murray 1991,1991
"Robinson, Roland ",The Cradle,Murray 1991,1991
"Robinson, Roland ",The Creek,Murray 1991,1991
"Rodriguez, Judith ",A Lifetime Devoted to Literature,Murray 1991,1991
"Rodriguez, Judith ",Eskimo Occasion,Murray 1991,1991
"Rodriguez, Judith ",New York Sonnet,Murray 1991,1991
"Rolls, Eric",Bamboo,Murray 1991,1991
"Rolls, Eric",Dog Fight,Murray 1991,1991
"Rolls, Eric",Rain Forest,Murray 1991,1991
"Rowbotham, David",Nebuchadnezzar's Kingdom-Come,Murray 1991,1991
"Rowbotham, David",The Bus-stop on the Somme,Murray 1991,1991
"Rowbotham, David",The Cliff,Murray 1991,1991
"Rowland, J.R.",Canberra in April,Murray 1991,1991
"Ryan, Gig",Too Bad,Murray 1991,1991
"Salom, Philip ",The Well,Murray 1991,1991
"Salom, Philip ",The World of Dreams,Murray 1991,1991
"Salom, Philip ",Winter,Murray 1991,1991
"Sant, Andrew",Homage to the Canal People,Murray 1991,1991
"Sant, Andrew",Soundwaves,Murray 1991,1991
"Scott, Margaret ",Portrait of a Married Couple,Murray 1991,1991
"Scott, W.N.",Bundaberg Rum,Murray 1991,1991
"Shapcott, Thomas ",June Fugue,Murray 1991,1991
"Shapcott, Thomas ",The Litanies of Julia Pastrana (1832-1860),Murray 1991,1991
"Sharah, Jemal",Package for Another World,Murray 1991,1991
"Sharah, Jemal",Parting Roundel,Murray 1991,1991
"Sharkey, Michael",Greenwood's,Murray 1991,1991
"Sharkey, Michael",The Hots,Murray 1991,1991
"Shaw, Charles",The Search,Murray 1991,1991
"Shaw, Dunstan",Retrospection,Murray 1991,1991
"Simpson, R.A.",All Friends Together,Murray 1991,1991
"Slessor, Kenneth",A Bushranger,Murray 1991,1991
"Slessor, Kenneth",Five Bells,Murray 1991,1991
"Slessor, Kenneth",Metempsychosis,Murray 1991,1991
"Smith, Vivian ","At an Exhibition of Historical Paintings, Hobart",Murray 1991,1991
"Smith, Vivian ",Early Arrival: Sydney,Murray 1991,1991
"Smith, Vivian ",Tasmania,Murray 1991,1991
"Speers, Edith",Australorp,Murray 1991,1991
"Steele, Peter",Marking Time,Murray 1991,1991
"Stewart, Douglas",A Country Song,Murray 1991,1991
"Stewart, Douglas",Leopard Skin,Murray 1991,1991
"Stewart, Douglas",Terra Australis,Murray 1991,1991
"Stewart, Harold",The Sage in Unison,Murray 1991,1991
"Stow, Randolph ",My Wish for My Land,Murray 1991,1991
"Stow, Randolph ",The Enemy,Murray 1991,1991
"Stow, Randolph ",The Ghost at Anlaby,Murray 1991,1991
"Strauss, Jennifer",Tending the Graves,Murray 1991,1991
"Talbot, Norman ",Ballad of Old Women,Murray 1991,1991
"Taylor, Andrew",The Beast With Two Backs,Murray 1991,1991
"Thatcher, Charles",Dick Briggs from Australia,Murray 1991,1991
"Thatcher, Charles",Moggy's Wedding,Murray 1991,1991
"Thatcher, Charles",Taking the Census,Murray 1991,1991
"Thiele, Colin",Radiation Victim,Murray 1991,1991
"Thiele, Colin",Tom Farley,Murray 1991,1991
"Tipping, Richard",Mangoes,Murray 1991,1991
"Tipping, Richard",Men at Work,Murray 1991,1991
Tjinapirrgarri,Emu Shot,Murray 1991,1991
"Tranter, John ",Lufthansa,Murray 1991,1991
"Tranter, John ",The Great Artist Reconsiders the Homeric Simile,Murray 1991,1991
"Turner, W.J.",Marriage,Murray 1991,1991
"Turner, W.J.",Romance,Murray 1991,1991
"Turner, W.J.",The Dancer,Murray 1991,1991
"Vrepont, Brian (B.A. Truebridge)",The Bomber,Murray 1991,1991
"Walker, Robert",Solitary Confinement,Murray 1991,1991
"Wallace-Crabbe, Chris",Sporting the Plaid,Murray 1991,1991
"Wallace-Crabbe, Chris",The Secular,Murray 1991,1991
"Wallace-Crabbe, Chris",The Shape-Changer,Murray 1991,1991
"Webb, Francis ",Airliner,Murray 1991,1991
"Webb, Francis ",End of the Picnic,Murray 1991,1991
"Webb, Francis ",Wild Honey,Murray 1991,1991
"Whately, Richard",There Is a Place in Distant Seas,Murray 1991,1991
"Witting, Amy",A Curse on Herod,Murray 1991,1991
"Witting, Amy",Beauty in the Straw,Murray 1991,1991
"Witting, Amy",The Blinkered Mind,Murray 1991,1991
Wonguri-Mandjigai People,Song Cycle of the Moon-Bone,Murray 1991,1991
"Woolagoodjah, Sam",Lalai (Dreamtime),Murray 1991,1991
"Wright, Judith",Legend,Murray 1991,1991
"Wright, Judith","Nigger's Leap, New England",Murray 1991,1991
"Wright, Judith",Wings,Murray 1991,1991
"Zwicky, Fay ",Reckoning,Murray 1991,1991
"Adams, Arthur H. ",The Australian,Leonard 1998,1998
"Adamson, Robert",Dead Horse Bay,Leonard 1998,1998
"Adamson, Robert",Dreaming Up Mother,Leonard 1998,1998
"Adamson, Robert","The Home, The Spare Room",Leonard 1998,1998
"Albiston, Jordie ",Botany Bay Document: Headcount (1788),Leonard 1998,1998
"Albiston, Jordie ",Botany Bay Document: Letter Home (Margaret Catchpole),Leonard 1998,1998
Anonymous,Australian Courtship,Leonard 1998,1998
Anonymous,Click Go the Shears,Leonard 1998,1998
Anonymous,The Banks of the Condamine,Leonard 1998,1998
Anonymous,The Bastard from the Bush,Leonard 1998,1998
Anonymous,The Eumeralla Shore,Leonard 1998,1998
Anonymous,The Female Transport,Leonard 1998,1998
Anonymous,Van Diemen's Land,Leonard 1998,1998
Anonymous,Wallaby Stew,Leonard 1998,1998
"Auchterlonie, Dorothy",Chess by the Sea,Leonard 1998,1998
"Auchterlonie, Dorothy",Present Tense,Leonard 1998,1998
Australie (Emily Manning),From the Clyde to Braidwood,Leonard 1998,1998
"Beaver, Bruce ",Lauds and Plaints: III. Eternity on Street Corners,Leonard 1998,1998
"Beaver, Bruce ",Machine,Leonard 1998,1998
"Beveridge, Judith ",How to Love Bats,Leonard 1998,1998
"Blight, John",Crab,Leonard 1998,1998
"Blight, John",Sea Level,Leonard 1998,1998
"Blight, John",The Oyster-eaters,Leonard 1998,1998
"Boake, Barcroft ",Where the Dead Men Lie,Leonard 1998,1998
"Boult, Jenny ",I'd like to know about the fruit bowl,Leonard 1998,1998
"Boyle, Peter ",First Shift,Leonard 1998,1998
"Boyle, Peter ",Flying by Night,Leonard 1998,1998
"Brennan, Christopher",Because She Would Ask Me Why I Loved Her,Leonard 1998,1998
"Brennan, Christopher",Epilogue 1897,Leonard 1998,1998
"Brennan, Christopher","The Forest of Night: Fire in the heavens, and fire along the hills",Leonard 1998,1998
"Brennan, Christopher",The Wanderer: I cry to you as I pass your windows in the dusk,Leonard 1998,1998
"Brennan, Christopher",The Wanderer: The land I came thro' last was dumb with night,Leonard 1998,1998
"Brennan, Christopher","The Wanderer: When window-lamps had dwindled, then I rose",Leonard 1998,1998
"Brennan, Christopher",Towards the Source: The yellow gas is fired from street to street,Leonard 1998,1998
"Brennan, Christopher",Towards the Source: Where the star-cold and the dread of space,Leonard 1998,1998
"Buckley, Vincent",Seeing Romsey,Leonard 1998,1998
"Buckley, Vincent",Small Brown Poem for Grania Buckley,Leonard 1998,1998
"Buckley, Vincent","Stroke: V. Indoors and out, weather and winds keep up",Leonard 1998,1998
"Buckley, Vincent",Stroke: VI. The roofs are lit with rain,Leonard 1998,1998
"Buckley, Vincent",Stroke: VII. At the merest handshake I feel his blood,Leonard 1998,1998
"Buckley, Vincent",The Too-Lateness,Leonard 1998,1998
"Caddy, Caroline",Finding My Daughter,Leonard 1998,1998
"Caddy, Caroline",Solitude,Leonard 1998,1998
"Cambridge, Ada",By the Camp Fire,Leonard 1998,1998
"Cambridge, Ada",Fallen,Leonard 1998,1998
"Cambridge, Ada",Influence,Leonard 1998,1998
"Cambridge, Ada",The Physical Conscience,Leonard 1998,1998
"Cambridge, Ada",Unstrung,Leonard 1998,1998
"Campbell, David",Among the Farms,Leonard 1998,1998
"Campbell, David",Crab,Leonard 1998,1998
"Campbell, David",Kur-ring-gai Rock Carvings: Baiame,Leonard 1998,1998
"Campbell, David",Kur-ring-gai Rock Carvings: Hands,Leonard 1998,1998
"Campbell, David",Kur-ring-gai Rock Carvings: Spring,Leonard 1998,1998
"Campbell, David",Kur-ring-gai Rock Carvings: Tench,Leonard 1998,1998
"Campbell, David",Kur-ring-gai Rock Carvings: The Lovers,Leonard 1998,1998
"Campbell, David",Kur-ring-gai Rock Carvings: The Underground,Leonard 1998,1998
"Campbell, David",Mothers and Daughters,Leonard 1998,1998
"Campbell, David",Song for the Cattle,Leonard 1998,1998
"Campbell, David",The Australian Dream,Leonard 1998,1998
"Campbell, David",We Took the Storms to Bed,Leonard 1998,1998
"Cataldi, Lee ",If You Stay Too Long in the Third World,Leonard 1998,1998
