Author,Poem,Anthology,Date
"O'Reilly, Dowell",Sea-gulls,Mackaness 1952,1952
"O'Reilly, Dowell",The sea! The sea!,Mackaness 1952,1952
"Palmer, Nettie",The flute,Mackaness 1952,1952
"Palmer, Vance",Song of the old boundary rider,Mackaness 1952,1952
"Palmer, Vance",The Dandenongs,Mackaness 1952,1952
"Palmer, Vance",The farmer remembers the Somme,Mackaness 1952,1952
"Paterson, A.B.",Clancy of the Overflow,Mackaness 1952,1952
"Paterson, A.B.",Daylight is dying,Mackaness 1952,1952
"Paterson, A.B.",Old Australian ways,Mackaness 1952,1952
"Paterson, A.B.",Song of the artesian water,Mackaness 1952,1952
"Paterson, A.B.",The man from Snowy River,Mackaness 1952,1952
"Philip, John",Eildon Weir,Mackaness 1952,1952
"Philip, John",The subject of the bishop's miracle,Mackaness 1952,1952
"Picot, James",To the rosella in the poinsettia tree,Mackaness 1952,1952
"Pitt, Marie E.J.",A gallop of fire,Mackaness 1952,1952
"Pritchard, Katharine Susannah",Love philtre,Mackaness 1952,1952
"Pryce, H.W.",The fun of it,Mackaness 1952,1952
"Pryce, H.W.",Zonnebeke,Mackaness 1952,1952
"Quinn, John",A foxhole for the night,Mackaness 1952,1952
"Quinn, John",Argument,Mackaness 1952,1952
"Quinn, Roderic",Spring song,Mackaness 1952,1952
"Quinn, Roderic",Stars in the sea,Mackaness 1952,1952
"Quinn, Roderic",The camp within the west,Mackaness 1952,1952
"Quinn, Roderic",The fisher,Mackaness 1952,1952
"Reading, Geoffrey",Silas,Mackaness 1952,1952
Ricketty Kate (Kate Filson),Symphony in Hyde Park,Mackaness 1952,1952
Ricketty Kate (Kate Filson),Timber,Mackaness 1952,1952
"Riddell, Elizabeth",Bad news,Mackaness 1952,1952
"Riddell, Elizabeth",In deepest Yucatan,Mackaness 1952,1952
"Riddell, Elizabeth",Lifesaver,Mackaness 1952,1952
"Robinson, Michael Massey","Ode for the Queen's birthday, 1816 (excerpt)",Mackaness 1952,1952
"Robinson, Roland E.",Ghost gum,Mackaness 1952,1952
"Robinson, Roland E.",Swift,Mackaness 1952,1952
"Rogers, D.H.",Homeward bound,Mackaness 1952,1952
"Rowbotham, David",Nine o'clock,Mackaness 1952,1952
"Shaw, Winifred",At the inn,Mackaness 1952,1952
"Simpson, Helen",Sound,Mackaness 1952,1952
"Slessor, Kenneth",Beach burial,Mackaness 1952,1952
"Slessor, Kenneth",Country towns,Mackaness 1952,1952
"Slessor, Kenneth",Crow country,Mackaness 1952,1952
"Slessor, Kenneth",Five bells,Mackaness 1952,1952
"Slessor, Kenneth",Five visions of Captain Cook,Mackaness 1952,1952
"Slessor, Kenneth",Sleep,Mackaness 1952,1952
"Slessor, Kenneth",To the poetry of Hugh McCrae,Mackaness 1952,1952
"Smith, Neil",Advanced operational base,Mackaness 1952,1952
"Sorensen, Jack",Pre-resurrection,Mackaness 1952,1952
"Souther, C.H.",O'Halloran Hill,Mackaness 1952,1952
"Souther, C.H.",The black swans,Mackaness 1952,1952
"Stephens, A.G.",The hanging judge,Mackaness 1952,1952
"Stephens, J. Brunton",Australian anthem,Mackaness 1952,1952
"Stephens, J. Brunton",The dominion of Australia,Mackaness 1952,1952
"Stewart, Douglas",A robin,Mackaness 1952,1952
"Stewart, Douglas",Rock carving,Mackaness 1952,1952
"Stewart, Douglas",Terra Australis,Mackaness 1952,1952
"Stewart, Douglas",The dosser in springtime,Mackaness 1952,1952
"Stewart, Harold",Prelude: Give me new phoenix wings,Mackaness 1952,1952
"Stewart, Harold",The magic hand,Mackaness 1952,1952
"Stewart, Harold",The phoenix palm,Mackaness 1952,1952
"Strong, Archibald T.",Vain death,Mackaness 1952,1952
"Suleau, Lelia",Reverie,Mackaness 1952,1952
"Taylor, Bronnie",Dark heritage,Mackaness 1952,1952
"Thompson, John",The traveller (excerpt),Mackaness 1952,1952
"Tierney, Thomas V.",Rafferty rides again,Mackaness 1952,1952
"Tompson, Charles",A song for 26 January 1824,Mackaness 1952,1952
"Vallis, Val",The two wharves,Mackaness 1952,1952
"Vintner, H.M.",Moment in history,Mackaness 1952,1952
"Vintner, H.M.",Song,Mackaness 1952,1952
"Vrepont, Brian",Night,Mackaness 1952,1952
"Vrepont, Brian",O innocence,Mackaness 1952,1952
"Vrepont, Brian",Tea-tree,Mackaness 1952,1952
"Vrepont, Brian",The net-menders,Mackaness 1952,1952
"Webb, Francis",A drum for Ben Boyd (excerpt),Mackaness 1952,1952
"Webb, Francis",Leichhardt pantomime (excerpt),Mackaness 1952,1952
"Wentworth, William Charles",Australasia (excerpt),Mackaness 1952,1952
"Wheeler, John",To the Sabbat,Mackaness 1952,1952
"White, Andrew",The solitude of Alexander Selkirk,Mackaness 1952,1952
"White, M.G.",Betrayal,Mackaness 1952,1952
"White, Patrick",Rain in summer,Mackaness 1952,1952
"White, Patrick",When thoughts are still and formless,Mackaness 1952,1952
"Williamson, Frank S.",She comes as comes the summer night,Mackaness 1952,1952
"Wright, David McKee",A song of little gardens,Mackaness 1952,1952
"Wright, David McKee",Song from 'Dark Rosaleen',Mackaness 1952,1952
"Wright, David McKee",The beggar's bowl,Mackaness 1952,1952
"Wright, Judith",Brother and Sisters,Mackaness 1952,1952
"Wright, Judith",Bullocky,Mackaness 1952,1952
"Wright, Judith",Metho Drinker,Mackaness 1952,1952
"Wright, Judith",South of my Days,Mackaness 1952,1952
"Wright, Judith",The Killer,Mackaness 1952,1952
"Anderson, Ethel",Migrants,Wright 1956,1956
"Barratt, Ken",Burke And Wills,Wright 1956,1956
"Baylebridge, William",A Wreath: When tones will tax me in the public ear,Wright 1956,1956
"Baylebridge, William","Life's Testament: II. The brain, the blood, the busy thews",Wright 1956,1956
"Baylebridge, William","Life's Testament: VI. I worshipped, when my veins were fresh",Wright 1956,1956
"Baylebridge, William",Life's Testament: XI. All that I am to Earth belongs,Wright 1956,1956
"Baylebridge, William",Life's Testament: XII. Into ethereal meads,Wright 1956,1956
"Baylebridge, William",Love Redeemed: LXXXII. Who questions if the punctual sun unbars,Wright 1956,1956
"Baylebridge, William","Love Redeemed: XXXIII. The utile canons, the set codes of priests",Wright 1956,1956
"Baylebridge, William","Moreton Miles: LIV. Wherever I go, I do no wrong",Wright 1956,1956
"Baylebridge, William",Sextains: The Master-Foe,Wright 1956,1956
"Baylebridge, William",Sextains: The Troubled Unquickening,Wright 1956,1956
"Baylebridge, William",The Ampler Circumscription,Wright 1956,1956
"Blight, John",Becalmed,Wright 1956,1956
"Blight, John",Crab,Wright 1956,1956
"Blight, John",Stonefish And Starfish,Wright 1956,1956
"Blight, John",The Cat-O'-Nine-Tails,Wright 1956,1956
"Boake, Barcroft Henry",Where The Dead Men Lie,Wright 1956,1956
"Brennan, Christopher",How Old Is My Heart?,Wright 1956,1956
"Brennan, Christopher","I Said, This Misery Must End",Wright 1956,1956
