creator	translator	title	genre	pages	volume	issue	date	journal title	journal subtitle	issue name	journal editor	publisher	journal location	issue length (pp)	issue height (cm)	issue width (cm)
A. F.		"Book Review: Collected Poems, by Condé Benoist Pallen"	articles	154-154	9	3	1916-12-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
A. F.		"Book Review: The Child and Other Verses, by Mary Louisa Anderson"	articles	154-155	9	3	1916-12-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Tietjens, Eunice"		Book Review: 'The Christmas Trail and Other Poems' by Shirley Harvey	articles	155-155	9	3	1916-12-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
H. B. F.		"Book Review: 'The Sonnets of Shakespeare, Variorum Edition,' ed. Raymond M. Alden"	articles	156-158	9	3	1916-12-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
H. B. F.		"Book Review: The Song of Roland, trans. Leonard Bacon"	articles	158-159	9	3	1916-12-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
A. F.		"Book Review: Madonna Dianora, A Play in Verse, by Hugo von Hofmannsthal, trans. Harriet Betty Boas"	articles	159-160	9	3	1916-12-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
		Our Contemporaries	articles	160-162	9	3	1916-12-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
		Announcement	articles	162-163	9	3	1916-12-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
		Notes	articles	163-163	9	3	1916-12-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
		Books Received	articles	164-164	9	3	1916-12-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
		Advertisements	advertisements	E-L	9	3	1916-12-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Gibson, Wilfrid Wilson"		The News	poetry	165-174	9	4	1917-01-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Monroe, Harriet"		A Letter of Farewell	poetry	175-179	9	4	1917-01-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Wood, Clement"		Seedtime	poetry	179-179	9	4	1917-01-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Hoke, Travis"		Supreme Laughter	poetry	180-180	9	4	1917-01-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Hoke, Travis"		The Ultimate	poetry	180-180	9	4	1917-01-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Bottomley, Gordon"		The Ploughman	poetry	181-181	9	4	1917-01-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Wickham, Anna"		My Lady Surrenders	poetry	182-182	9	4	1917-01-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Wickham, Anna"		The Silence	poetry	192-182	9	4	1917-01-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Wickham, Anna"		Sentiments	poetry	182-182	9	4	1917-01-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Wickham, Anna"		Completion	poetry	183-183	9	4	1917-01-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Wickham, Anna"		After Annunciation	poetry	183-183	9	4	1917-01-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Untermeyer, Jean Starr"		A Man	poetry	184-185	9	4	1917-01-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Untermeyer, Jean Starr"		Rain	poetry	185-185	9	4	1917-01-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Manning, Frederic"		Anacreontic	poetry	186-186	9	4	1917-01-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Twitchell, Anna Spencer"		To a Mountain Pine	poetry	187-187	9	4	1917-01-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Torrence, Ridgely"		Survivors	poetry	188-188	9	4	1917-01-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Fuller, Henry B."		Toward Childhood	poetry	189-194	9	4	1917-01-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Monroe, Harriet"		The New Era	articles	195-197	9	4	1917-01-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Tietjens, Eunice"		Appreciation	articles	198-199	9	4	1917-01-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Colum, Padraic"		Poetry and Oratory	articles	200-202	9	4	1917-01-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Monroe, Harriet"		"Book Review: Mountain Interval, by Robert Frost; The Great Valley, by Edgar Lee Masters"	articles	202-207	9	4	1917-01-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Monroe, Harriet"		"Book Review: Men, Women and Ghosts, by Amy Lowell"	articles	207-209	9	4	1917-01-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Dudley, Dorothy"		Book Review: 'Singing Fires of Erin' by Eleanor Rogers Cox and 'Songs of the Fields' by Francis Ledwidge	articles	209-211	9	4	1917-01-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Monroe, Harriet"		Sir Oracle	articles	211-214	9	4	1917-01-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Henderson, Alice Corbin"		The Seven Arts	articles	214-217	9	4	1917-01-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
		The New Dial	articles	217-217	9	4	1917-01-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Sandburg, Carl"		Dear Editor	letters	218-218	9	4	1917-01-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Tietjens, Eunice"		Dear Poetry	letters	218-218	9	4	1917-01-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
		Notes	articles	219-219	9	4	1917-01-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
		Books Received	articles	219-220	9	4	1917-01-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
		Advertisements	advertisements	E-I	9	4	1917-01-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Gordon, Frank S."		Along the South Star Trail	poetry	221-231	9	5	1917-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Corbin, Alice"		In the Desert	poetry	232-235	9	5	1917-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Corbin, Alice"		Indian Songs	poetry	235-238	9	5	1917-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Austin, Mary"		Neither Spirit Nor Bird	poetry	239-239	9	5	1917-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Austin, Mary"		Prayer to the Mountain Spirit	poetry	240-241	9	5	1917-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Skinner, Constance Lindsay"		Spring To the Earth-Witch	poetry	242-244	9	5	1917-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Skinner, Constance Lindsay"		Chief Capilano Greets his Namesake at Dawn	poetry	244-246	9	5	1917-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Eastaway, Edward"		Old Man	poetry	247-248	9	5	1917-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Eastaway, Edward"		The Word	poetry	248-249	9	5	1917-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Eastaway, Edward"		The Unknown	poetry	249-250	9	5	1917-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Monroe, Harriet"		Aboriginal Poetry―I	articles	251-254	9	5	1917-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Sandburg, Carl"		Aboriginal Poetry―II	articles	254-255	9	5	1917-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Henderson, Alice Corbin"		Aboriginal Poetry―III	articles	256-256	9	5	1917-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Pound, Ezra"		Émile Verhaeren	articles	256-259	9	5	1917-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Wyatt, Edith"		"Book Review: Those Brontes―'Bronté Poems' ed. by A. C. Benson and 'The Complete Works of Emily Bronté,' Vol. I―Poetry, ed. by W. Robertson Nicoll and Clement Shorter"	articles	259-264	9	5	1917-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
E. T.		"Book Review: Amores, by D.H. Lawrence"	articles	264-266	9	5	1917-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Fletcher, John Gould"		"Book Review: Sea-Garden, by H.D."	articles	266-269	9	5	1917-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Freer, Agnes Lee"		"Book Review: Harvest Moon, by Josephine Preston Peabody"	articles	269-271	9	5	1917-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Kaun, Alexander S."		"Book Review: The Epic Songs of Russia, translated by Isabel F. Hapgood"	articles	271-273	9	5	1917-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Monroe, Harriet"		"Book Review: Songs of the Ukraina, with Ruthenian Poems, translated by Florence Randal Livesay"	articles	273-274	9	5	1917-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
D. D.		"Book Review: Women's Eyes, by Arthur William Ryder"	articles	274-274	9	5	1917-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
		Notes	articles	274-275	9	5	1917-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
		Advertisements	advertisements	E-I	9	5	1917-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Hoyt, Helen"		City Pastorals: Poem to Be Danced	poetry	177-278	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Hoyt, Helen"		City Pastorals: Under the Tree	poetry	278-278	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Hoyt, Helen"		City Pastorals: The Dancer	poetry	278-279	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Hoyt, Helen"		City Pastorals: To a Vine the Workmen Cut Down	poetry	279-280	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Hoyt, Helen"		City Pastorals: Arches	poetry	280-280	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Hoyt, Helen"		City Pastorals: Continuance	poetry	280-281	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Hoyt, Helen"		City Pastorals: Sky-Humor	poetry	281-282	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Hoyt, Helen"		City Pastorals: The Letter	poetry	282-282	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Hoyt, Helen"		City Pastorals: 283	poetry	283-283	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Hoyt, Helen"		City Pastorals: Hey Nonino	poetry	283-284	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Hoyt, Helen"		City Pastorals: Men-Folks	poetry	284-284	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Johns, Orrick"		Country Rhymes: Old Youth	poetry	285-285	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Johns, Orrick"		Country Rhymes: The Door	poetry	285-286	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Johns, Orrick"		Country Rhymes: The Tree Toad	poetry	286-287	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Johns, Orrick"		Country Rhymes: The Horns of Peace	poetry	287-288	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Johns, Orrick"		Country Rhymes: Dilemma	poetry	288-288	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Kilmer, Joyce"		A Blue Valentine	poetry	289-291	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Kilmer, Joyce"		The Thorn	poetry	291-291	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Shepard, Odell"		A Nun	poetry	292-292	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Hueffer, Ford Madox"		What the Orderly Dog Saw	poetry	293-294	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Hueffer, Violet Hunt"		What the Civilian Saw	poetry	295-295	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Michelson, Max"		"Winds of March: ""Newly Seeded"""	poetry	296-296	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Michelson, Max"		Winds of March: Night Moods	poetry	297-297	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Michelson, Max"		Winds of March: On a Windy Afternoon	poetry	297-297	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Michelson, Max"		Winds of March: Off	poetry	298-298	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Michelson, Max"		Winds of March: Fire	poetry	298-298	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Michelson, Max"		Winds of March: Knowledge	poetry	298-298	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Michelson, Max"		Winds of March: The Adversary	poetry	299-299	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Michelson, Max"		Winds of March: A Polish Girl	poetry	299-299	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Michelson, Max"		Winds of March: Portrait	poetry	300-300	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Michelson, Max"		Winds of March: Gone	poetry	300-300	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Michelson, Max"		Winds of March: Playing Horse	poetry	300-301	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Michelson, Max"		Winds of March: Travler	poetry	300-301	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Lowell, Amy"		Lacquer Prints: Streets	poetry	302-302	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Lowell, Amy"		Lacquer Prints: Desolation	poetry	302-302	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Lowell, Amy"		Lacquer Prints: Sunshine	poetry	302-303	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Lowell, Amy"		Lacquer Prints: Illusion	poetry	303-303	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Lowell, Amy"		Lacquer Prints: A Year Passes	poetry	303-303	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Lowell, Amy"		Lacquer Prints: A Lover	poetry	303-303	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Lowell, Amy"		Lacquer Prints: To a Husband	poetry	303-303	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Lowell, Amy"		Lacquer Prints: From China	poetry	304-304	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Lowell, Amy"		Lacquer Prints: Autumn	poetry	304-304	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Lowell, Amy"		Lacquer Prints: Ephemera	poetry	304-304	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Lowell, Amy"		Lacquer Prints: Document	poetry	304-305	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Lowell, Amy"		Lacquer Prints: The Emperor's Garden	poetry	305-305	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Lowell, Amy"		"Lacquer Prints: One of the ""Hundred Views of Fuji"" by Hokusai"	poetry	305-305	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Lowell, Amy"		Lacquer Prints: Disillusion	poetry	306-306	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Lowell, Amy"		Lacquer Prints: Paper Fishes	poetry	306-306	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Lowell, Amy"		Lacquer Prints: Meditation	poetry	306-306	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Lowell, Amy"		Lacquer Prints: The Camellia Tree of Matsue	poetry	306-307	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Monroe, Harriet"		Hard Times Indeed	articles	308-312	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Pound, Ezra"		Things to Be Done	articles	312-314	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Fletcher, John Gould"		"Book Review: Selections from the Symbolical Poems of William Blake, edited by Fred. E. Pierce"	articles	315-320	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Michelson, Max"		"Book Review: The Tidings Brought to Mary, by Paul Claudel, trans. by Louise Morgan Sill"	articles	321-322	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Tietjens, Eunice"		"Book Review: The Great White Wall, by William Rose Benét"	articles	322-324	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Monroe, Harriet"		Book Review: Other Books of Verse	articles	324-327	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Henderson, Alice Corbin"		Home Rule	articles	328-329	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Gordon, Frank S."		A Word From Dr. Gordon	letters	329-330	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Hoyt, Helen"		Patriotism	letters	330-330	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
		Notes	articles	331-331	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
		Books Received	articles	331-332	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
		Advertisements	advertisements	E-J	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
		Staff and Subscribers	articles	i-ii	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
		Contents of Volume IX	articles	iii-viii	9	6	1917-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
