creator	translator	title	genre	pages	volume	issue	date	journal title	journal subtitle	issue name	journal editor	publisher	journal location	issue length (pp)	issue height (cm)	issue width (cm)
"Norton, Grace Fallow"		The Burned House	poetry	252-253	15	5	1920-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Norton, Grace Fallow"		Or Did You Love Death?	poetry	253-254	15	5	1920-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Eldridge, Paul"		My Years	poetry	254-254	15	5	1920-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Brooke, Louise"		Brick-Dust	poetry	255-255	15	5	1920-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Morton, David"		In the Cemetery	poetry	256-257	15	5	1920-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Morton, David"		The Convict	poetry	257-257	15	5	1920-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Tompkins, Eufina C."		Mirage	poetry	258-259	15	5	1920-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Updegraff, Allan"		The Daily Round	poetry	259-259	15	5	1920-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Kreymborg, Alfred"		Cradle	poetry	260-260	15	5	1920-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Kreymborg, Alfred"		To W.C.W.M.D.	poetry	260-261	15	5	1920-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Kreymborg, Alfred"		Spirit	poetry	261-261	15	5	1920-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Weaver, John V. A."		Drug Store	poetry	262-264	15	5	1920-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Weaver, John V. A."		Nocturne	poetry	264-264	15	5	1920-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Monroe, Harriet"		Mr. Robinson's Jubilee	articles	265-267	15	5	1920-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Aldington, Richard"		"Campion's ""Observations"""	articles	267-271	15	5	1920-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Carnevali, Emanuel"		The Sandburg-Sarett Recital	articles	271-272	15	5	1920-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Aiken, Conrad"		"Book Review: Body and Raiment, and Profiles from China (new ed.), by Eunice Tietjens"	articles	272-277	15	5	1920-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Wyatt, Edith Franklin"		"Book Review: The Years Between, by Rudyard Kipling"	articles	277-281	15	5	1920-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Long, Haniel"		"Book Review: The Beloved Stranger, by Witter Bynner"	articles	281-283	15	5	1920-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Carnevali, Emanuel"		"Book Review: Scepticisms, by Conrad Aiken"	articles	283-287	15	5	1920-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
Near East Relief		For Armenian Orphans	letters	288-288	15	5	1920-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Garnett, Louise Ayres"		Armenian Fields	poetry	288-288	15	5	1920-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"A Distinguished Poet"""		The Later Yeats	letters	288-289	15	5	1920-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
		Notes	articles	289-290	15	5	1920-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
		Books Received	articles	290-290	15	5	1920-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
		Advertisements	advertisements	E-H	15	5	1920-02-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
		Staff and Subscribers	articles	i-ii	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
		Contents of Volume XV (index)	articles	iii-viii	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
		Contents of Vol. 15 No. 6	articles	M-M	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Hoyt, Helen"		In a Certain City: Chicago	poetry	291-291	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Hoyt, Helen"		In a Certain City: Encounter	poetry	292-292	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Hoyt, Helen"		In a Certain City: Automobiles on Sunday	poetry	292-293	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Hoyt, Helen"		In a Certain City: By the Lake	poetry	293-294	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Hoyt, Helen"		In a Certain City: Night	poetry	294-294	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Hoyt, Helen"		In a Certain City: The Stone-Age Sea	poetry	295-295	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Hoyt, Helen"		In a Certain City: When We Are Asleep	poetry	295-296	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Hoyt, Helen"		In a Certain City: Creator	poetry	296-296	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Hoyt, Helen"		In a Certain City: Headstone	poetry	297-297	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Hoyt, Helen"		In a Certain City: There Was a Time	poetry	297-297	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Monro, Harold"		Introspection	poetry	298-299	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Monro, Harold"		City Storm	poetry	299-301	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Skeen, Ruth Loomis"		March	poetry	301-301	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Block, Ralph"		After Rachmaninoff	poetry	302-303	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Bynner, Witter"		Sea-Edge Songs: The Enchanted Toad	poetry	304-304	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Bynner, Witter"		Sea-Edge Songs: The Sand-Piper	poetry	304-305	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Bynner, Witter"		Sea-Edge Songs: Grass-Tops	poetry	305-305	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Catel, Jean"		Images Vaines	poetry	306-306	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Campbell, Nancy"		The Mother	poetry	307-307	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Marks, Jeannette"		Sea-Gulls	poetry	308-309	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Marks, Jeannette"		Rosy Miller	poetry	309-309	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Hall, Amanda"		The Dish-Washer	poetry	310-310	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Hall, Amanda"		O Singer! O Dancer!	poetry	310-310	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Driscoll, Louise"		Premonition	poetry	311-311	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Strobel, Marion"		Perennials: Anticipation	poetry	312-312	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Strobel, Marion"		Perennials: Spring Day	poetry	312-313	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Strobel, Marion"		Perennials: Ennui	poetry	313-313	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Strobel, Marion"		Perennials: The Last Ritual	poetry	314-314	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Strobel, Marion"		Perennials: Hands	poetry	314-315	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Strobel, Marion"		Perennials: Two Sonnets	poetry	315-316	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Waley, Arthur"		Early Snow	poetry	317-320	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Monroe, Harriet"		Those We Refuse	articles	321-325	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Tietjens, Eunice"		A Postscript to the Foregoing	articles	326-327	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Fuller, Henry B."		An American Image	articles	327-331	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
M. A. S.		"Book Review: Pictures of the Floating World, by Amy Lowell"	articles	332-337	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Monroe, Harriet"		"Book Review: A Hundred and Seventy Chinese Poems, and More Translations from the Chinese, by Arthur Waley"	articles	337-342	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Monroe, Harriet"		"Book Review: Dust and Light, by John Hall Wheelock"	articles	343-345	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
"Monroe, Harriet"		"Book Review: Children's Books—'Snickerty Nick' by Julia Ellsworth Ford, 'Singing Games for Children' by Eleanor Farjeon, and 'The Children's Homer' by Padraic Colum"	articles	345-346	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
		Notes	articles	346-347	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
		Books Received	articles	347-348	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
		Advertisements	advertisements	M-P	15	6	1920-03-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	84	20	14.7
		Contents	articles	C-C	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Head, Cloyd; Gavin, Mary"		The Curtains	poetry	11-Jan	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Lesemann, Maurice"		A Man Walks in the Wind	poetry	14-Dec	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Lesemann, Maurice"		Brushwood: To Himself in Autumn	poetry	14-15	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Lesemann, Maurice"		Brushwood: The Crying Cranes	poetry	15-16	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Lesemann, Maurice"		Brushwood: Tramps	poetry	15-16	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Lesemann, Maurice"		Brushwood: Appointment	poetry	16-16	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Lesemann, Maurice"		Brushwood: No Poem	poetry	16-16	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Redfield, Louise"		After Fever	poetry	17-17	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Redfield, Louise"		A Shy Child	poetry	17-17	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Hall, Hazel"		Needlework	poetry	18-19	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Colahan, Ellwood"		Hand on a Harp	poetry	20-20	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Colahan, Ellwood"		Pilgrimage	poetry	20-21	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Wilkinson, Florence"		Her Death	poetry	22-22	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Wilkinson, Florence"		The Hope of Heaven	poetry	22-23	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Wilkinson, Florence"		Speech	poetry	23-23	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Zaturensky, Marya"		A Russian Easter	poetry	24-25	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Zaturensky, Marya"		Russian Peasants	poetry	25-26	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Wright, Harold Holston"		Kinship	poetry	27-27	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Wright, Harold Holston"		Pastel	poetry	27-27	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Wright, Harold Holston"		A Letter	poetry	27-27	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Corbin, Alice"		'Songs from a Book of Airs': Go Touch the Silent Strings	poetry	28-28	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Corbin, Alice"		'Songs from a Book of Airs': The Storm Bird	poetry	28-29	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Corbin, Alice"		'Songs from a Book of Airs': Song	poetry	29-29	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Corbin, Alice"		'Songs from a Book of Airs': I Saw the World Go By	poetry	30-30	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Corbin, Alice"		'Songs from a Book of Airs': Summons	poetry	30-31	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Corbin, Alice"		'Songs from a Book of Airs': Epitaph	poetry	31-31	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Monroe, Harriet"		Mr. Yeats and the Poetic Drama	articles	32-38	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Head, Cloyd; Gavin, Mary"		"Note on ""The Curtain"""	articles	39-40	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Scott, Evelyn"		Emilio De Menezes	articles	40-43	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Fletcher, John Gould"		"Book Review: Collected poems, by Thomas Hardy"	articles	43-49	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
A. Y. W.		"Book Review: The Solitary, by James Oppenheim"	articles	49-51	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Henderson, Alice Corbin"		"Book Review: Poems About God, by John Crowe Ransom"	articles	51-52	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
M. A. S.		"Book Review: Young Adventure, by Stephen Vincent Benét"	articles	53-54	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Carnevali, Emanuel"		Continental Magazines	articles	54-56	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
		Notes	articles	57-57	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
		Books Received	articles	58-58	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
		Advertisements	advertisements	E-H	16	1	1920-04-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
		Contents	articles	C-C	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Hartley, Marsden"		Sunlight Persuasions: The Festival of the Corn	poetry	59-65	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Hartley, Marsden"		Sunlight Persuasions: Español	poetry	65-66	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Hartley, Marsden"		Sunlight Persuasions: Girl with the Camelia Smile	poetry	65-66	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Hartley, Marsden"		Sunlight Persuasions: The Topaz of the Sixties	poetry	66-67	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Hartley, Marsden"		Sunlight Persuasions: The Asses' Out-House	poetry	67-68	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Hartley, Marsden"		Sunlight Persuasions: To C--	poetry	68-69	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Hartley, Marsden"		Sunlight Persuasions: Saturday	poetry	69-70	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Eberstein, Myrtle"		Woman-Songs of the Herero: Song of Mocking for an Old Woman	poetry	71-71	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Eberstein, Myrtle"		Woman-Songs of the Herero: Song for Shredding Bark	poetry	71-72	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Eberstein, Myrtle"		Woman-Songs of the Herero: Song of a Woman With Twins	poetry	72-73	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Millay, Edna St. Vincent"		The Bean-Stalk	poetry	74-75	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"McIntyre, Carlyle F."		Rodomontades: The Brimming Cup	poetry	76-76	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"McIntyre, Carlyle F."		Rodomontades: Compensations	poetry	76-76	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"McIntyre, Carlyle F."		Rodomontades: The Untamed	poetry	77-77	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"McIntyre, Carlyle F."		Rodomontades: The Green Door	poetry	77-77	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"McIntyre, Carlyle F."		Rodomontades: The Mourners	poetry	77-78	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"McIntyre, Carlyle F."		Rodomontades: Lady of Autumn	poetry	78-78	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"McIntyre, Carlyle F."		Rodomontades: The House of Laurels	poetry	78-79	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Dudley, Helen"		Against the Sun	poetry	80-80	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Dudley, Helen"		Cootham Lane	poetry	80-81	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Huddleston, Mabel Barker"		The Roof-Garden	poetry	81-81	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Vines, Sherard"		The Bull	poetry	82-82	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Tanaquil, Paul"		Moondown	poetry	82-82	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Bealle, Alfred Battle"		Peace: Grasses and Sand	poetry	83-83	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Bealle, Alfred Battle"		Peace: The Adventurer	poetry	83-83	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"McCourt, Edna Wahlert"		Voices: You and I	poetry	84-84	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"McCourt, Edna Wahlert"		Voices: Query	poetry	84-85	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"McCourt, Edna Wahlert"		Voices: Strangers	poetry	85-85	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Matson, Mabel Cornelia"		What Grief?	poetry	85-85	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
"Walton, Eda Lou"		Hill Songs: I Met Three Lovers	poetry	86-87	16	2	1920-05-01T00:00:00Z	Poetry	A Magazine of Verse		"Monroe, Harriet"	Harriet Monroe	Chicago	68	20	14.7
